,rindex,nif,produtos_all,produtos,grupos,total
8590,8590,11643252,"[146, 101, 98, 80, 63, 95, 94, 89, 33, 27, 26, 87, 85, 49, 47, 156, 147, 18, 128, 125, 113, 73, 109]","[146, 101, 98, 80, 63, 95, 94, 89, 33, 27, 26, 87, 85, 49, 47, 156, 147, 18, 128, 125, 113, 73, 109]","[17, 12, 9, 6, 11, 4, 3, 10, 5, 23, 18, 16, 15, 8]",1054.4
8591,8591,14961367,"[147, 141, 97, 98, 80, 37, 4, 17, 16, 15, 14, 46, 100, 91, 34, 162, 156, 90, 85, 41, 130, 126, 1, 33, 32, 16, 111, 40, 63, 125, 155, 109, 84, 39, 36]","[147, 141, 97, 98, 80, 37, 4, 17, 16, 15, 14, 46, 100, 91, 34, 162, 156, 90, 85, 41, 130, 126, 1, 33, 32, 111, 40, 63, 125, 155, 109, 84, 39, 36]","[18, 17, 11, 12, 9, 5, 1, 3, 2, 4, 23, 16, 15, 6]",91.4
8592,8592,12106441,"[147, 105, 100, 85, 106, 97, 80, 67, 8, 16, 1, 84, 34, 62, 76, 74, 49, 42, 41, 40, 158, 155, 154, 151, 39, 38, 59, 119, 130, 126, 27, 24, 57]","[147, 105, 100, 85, 106, 97, 80, 67, 8, 16, 1, 84, 34, 62, 76, 74, 49, 42, 41, 40, 158, 155, 154, 151, 39, 38, 59, 119, 130, 126, 27, 24, 57]","[18, 13, 12, 9, 11, 6, 2, 3, 1, 4, 8, 5, 23, 20, 15, 16]",85.9
8593,8593,16501530,"[147, 137, 103, 132, 129, 101, 102, 80, 67, 53, 37, 35, 8, 19, 18, 79, 61, 74, 26, 96, 95, 140, 83, 81, 159, 156, 154, 126, 4, 39, 36, 59, 150, 125, 12]","[147, 137, 103, 132, 129, 101, 102, 80, 67, 53, 37, 35, 8, 19, 18, 79, 61, 74, 26, 96, 95, 140, 83, 81, 159, 156, 154, 126, 4, 39, 36, 59, 150, 125, 12]","[18, 17, 12, 16, 9, 6, 5, 4, 2, 3, 8, 11, 23, 1, 20]",95.0
8594,8594,16321605,"[147, 163, 162, 161, 97, 98, 80, 79, 96, 95, 37, 8, 19, 17, 94, 93, 84, 82, 68, 33, 136, 109, 155, 45, 146]","[147, 163, 162, 161, 97, 98, 80, 79, 96, 95, 37, 8, 19, 17, 94, 93, 84, 82, 68, 33, 136, 109, 155, 45, 146]","[18, 23, 11, 12, 9, 5, 2, 3, 6, 4, 17, 15]",1054.2
8595,8595,10802991,"[147, 122, 98, 80, 47, 33, 32, 9, 148, 18, 17, 15, 14, 10, 158, 156, 94, 45, 44, 41, 39, 79, 75, 88, 87, 109, 60, 38, 99, 96, 27]","[147, 122, 98, 80, 47, 33, 32, 9, 148, 18, 17, 15, 14, 10, 158, 156, 94, 45, 44, 41, 39, 79, 75, 88, 87, 109, 60, 38, 99, 96, 27]","[18, 15, 12, 9, 5, 4, 2, 19, 3, 23, 11, 8, 10, 6]",65.5
8596,8596,15309302,"[147, 105, 97, 80, 37, 90, 148, 163, 49, 47, 45, 40, 39, 130, 88, 85, 19, 161, 157, 79, 76, 18, 16, 15, 32, 25, 36, 154, 150, 57, 139]","[147, 105, 97, 80, 37, 90, 148, 163, 49, 47, 45, 40, 39, 130, 88, 85, 19, 161, 157, 79, 76, 18, 16, 15, 32, 25, 36, 154, 150, 57, 139]","[18, 13, 11, 9, 5, 19, 23, 16, 10, 3, 8, 4, 20, 17]",60.1
8597,8597,13898999,"[147, 101, 80, 128, 126, 53, 33, 145, 49, 47, 161, 156, 19, 95, 99, 81, 57, 55, 16, 3, 2, 32, 45, 26, 24, 154, 110, 148]","[147, 101, 80, 128, 126, 53, 33, 145, 49, 47, 161, 156, 19, 95, 99, 81, 57, 55, 16, 3, 2, 32, 45, 26, 24, 154, 110, 148]","[18, 12, 9, 16, 5, 4, 17, 23, 3, 11, 1, 15, 19]",49.7
8598,8598,12565597,"[147, 147, 157, 156, 154, 150, 122, 80, 37, 50, 45, 40, 7, 18, 16, 15, 94, 86, 83, 82, 33, 36, 57, 149, 81]","[147, 157, 156, 154, 150, 122, 80, 37, 50, 45, 40, 7, 18, 16, 15, 94, 86, 83, 82, 33, 36, 57, 149, 81]","[18, 23, 20, 15, 9, 5, 2, 3, 11, 10, 4, 19]",51.0
8599,8599,10685414,"[52, 18, 17, 49, 40, 39, 34, 29, 36, 13, 94, 92, 140, 127, 125, 62, 89, 81, 157, 151, 16, 70]","[52, 18, 17, 49, 40, 39, 34, 29, 36, 13, 94, 92, 140, 127, 125, 62, 89, 81, 157, 151, 16, 70]","[5, 3, 4, 2, 11, 17, 16, 6, 9, 23, 20, 7]",44.7
8600,8600,12234440,"[80, 35, 33, 29, 25, 16, 96, 95, 147, 160, 159, 156, 47, 45, 131, 130, 128, 125, 60, 74, 91, 87, 86, 38, 119, 109, 18, 57, 16]","[80, 35, 33, 29, 25, 16, 96, 95, 147, 160, 159, 156, 47, 45, 131, 130, 128, 125, 60, 74, 91, 87, 86, 38, 119, 109, 18, 57]","[9, 4, 3, 11, 18, 23, 5, 16, 6, 8, 10, 15]",58.0
8601,8601,14860533,"[147, 136, 130, 127, 106, 97, 98, 80, 48, 42, 39, 38, 36, 100, 95, 94, 93, 89, 84, 81, 18, 111, 108, 160, 159, 157, 59]","[147, 136, 130, 127, 106, 97, 98, 80, 48, 42, 39, 38, 36, 100, 95, 94, 93, 89, 84, 81, 18, 111, 108, 160, 159, 157, 59]","[18, 17, 16, 13, 11, 12, 9, 5, 4, 3, 15, 23, 6]",56.0
8602,8602,11357772,"[142, 147, 80, 67, 93, 89, 88, 84, 37, 34, 62, 79, 61, 70, 162, 159, 153, 83, 6, 5, 96, 122, 112, 110, 127, 18, 3, 139, 42, 40, 36, 27, 16, 148, 150]","[142, 147, 80, 67, 93, 89, 88, 84, 37, 34, 62, 79, 61, 70, 162, 159, 153, 83, 6, 5, 96, 122, 112, 110, 127, 18, 3, 139, 42, 40, 36, 27, 16, 148, 150]","[17, 18, 9, 6, 11, 10, 5, 4, 7, 23, 22, 1, 15, 16, 3, 19, 20]",142.8
8603,8603,16816652,"[142, 147, 137, 134, 106, 98, 80, 67, 65, 64, 61, 52, 37, 15, 157, 155, 150, 34, 33, 13, 121, 112, 109, 81, 39, 38, 133, 129, 54, 135, 140, 14]","[142, 147, 137, 134, 106, 98, 80, 67, 65, 64, 61, 52, 37, 15, 157, 155, 150, 34, 33, 13, 121, 112, 109, 81, 39, 38, 133, 129, 54, 135, 140, 14]","[17, 18, 13, 12, 9, 6, 5, 3, 23, 20, 4, 2, 15, 16]",84.7
8604,8604,11749991,"[105, 120, 118, 108, 102, 80, 35, 11, 18, 15, 93, 90, 87, 29, 47, 107, 2, 14, 83, 45, 79, 60, 162, 156, 131, 128]","[105, 120, 118, 108, 102, 80, 35, 11, 18, 15, 93, 90, 87, 29, 47, 107, 2, 14, 83, 45, 79, 60, 162, 156, 131, 128]","[13, 15, 12, 9, 4, 2, 3, 11, 10, 5, 14, 1, 6, 23, 16]",121.9
8605,8605,13437955,"[147, 137, 96, 95, 80, 8, 19, 18, 62, 44, 26, 13, 131, 130, 128, 124, 79, 16]","[147, 137, 96, 95, 80, 8, 19, 18, 62, 44, 26, 13, 131, 130, 128, 124, 79, 16]","[18, 17, 11, 9, 2, 3, 6, 5, 16, 15]",39.8
8606,8606,13153034,"[147, 138, 105, 102, 97, 80, 46, 44, 42, 40, 159, 158, 156, 154, 64, 79, 94, 86, 35, 18, 39, 85, 60, 38, 124, 15, 1, 26]","[147, 138, 105, 102, 97, 80, 46, 44, 42, 40, 159, 158, 156, 154, 64, 79, 94, 86, 35, 18, 39, 85, 60, 38, 124, 15, 1, 26]","[18, 17, 13, 12, 11, 9, 5, 23, 6, 10, 4, 3, 15, 1]",65.5
8607,8607,15512383,"[147, 137, 122, 98, 162, 156, 154, 150, 104, 100, 96, 97, 80, 37, 47, 42, 40, 35, 6, 18, 95, 94, 93, 5, 3, 87, 86, 83, 81, 32, 26, 38, 136, 128, 70]","[147, 137, 122, 98, 162, 156, 154, 150, 104, 100, 96, 97, 80, 37, 47, 42, 40, 35, 6, 18, 95, 94, 93, 5, 3, 87, 86, 83, 81, 32, 26, 38, 136, 128, 70]","[18, 17, 15, 12, 23, 20, 11, 9, 5, 4, 1, 3, 10, 16, 7]",52.0
8608,8608,16371956,"[147, 134, 97, 80, 50, 44, 39, 36, 121, 130, 128, 126, 120, 118, 110, 27, 26, 163, 161, 160, 156, 7, 18, 4, 14, 1, 93, 84, 83, 151, 164]","[147, 134, 97, 80, 50, 44, 39, 36, 121, 130, 128, 126, 120, 118, 110, 27, 26, 163, 161, 160, 156, 7, 18, 4, 14, 1, 93, 84, 83, 151, 164]","[18, 17, 11, 9, 5, 4, 15, 16, 3, 23, 2, 1, 20, 24]",81.7
8609,8609,19578388,"[147, 101, 98, 80, 18, 73, 55, 41, 39, 86, 84, 99, 81, 148, 163, 131, 139, 162, 27, 25, 24, 156]","[147, 101, 98, 80, 18, 73, 55, 41, 39, 86, 84, 99, 81, 148, 163, 131, 139, 162, 27, 25, 24, 156]","[18, 12, 9, 3, 8, 5, 10, 19, 23, 16, 17]",31.2
8610,8610,18923004,"[147, 137, 134, 122, 80, 37, 35, 9, 18, 17, 3, 15, 46, 42, 104, 121, 64, 41, 40, 38, 87, 81, 79, 74]","[147, 137, 134, 122, 80, 37, 35, 9, 18, 17, 3, 15, 46, 42, 104, 121, 64, 41, 40, 38, 87, 81, 79, 74]","[18, 17, 15, 9, 5, 4, 2, 3, 1, 12, 6, 10, 8]",58.5
8611,8611,13292702,"[131, 129, 161, 159, 157, 154, 80, 67, 65, 66, 37, 42, 41, 40, 94, 85, 7, 19, 5, 18, 4, 16, 15, 84, 1, 34, 109, 73, 81]","[131, 129, 161, 159, 157, 154, 80, 67, 65, 66, 37, 42, 41, 40, 94, 85, 7, 19, 5, 18, 4, 16, 15, 84, 1, 34, 109, 73, 81]","[16, 23, 9, 6, 5, 11, 2, 3, 1, 4, 15, 8]",54.9
8612,8612,11642149,"[137, 130, 129, 127, 19, 162, 160, 156, 62, 94, 91, 87, 86, 85, 34, 33, 32, 26, 25, 83, 81, 18, 61, 154, 96, 69, 47, 107, 41, 57, 144, 4, 16]","[137, 130, 129, 127, 19, 162, 160, 156, 62, 94, 91, 87, 86, 85, 34, 33, 32, 26, 25, 83, 81, 18, 61, 154, 96, 69, 47, 107, 41, 57, 144, 4, 16]","[17, 16, 3, 23, 6, 11, 10, 9, 4, 7, 5, 14, 1]",132.2
8613,8613,15558067,"[122, 106, 97, 80, 52, 37, 34, 9, 100, 33, 132, 96, 18, 94, 121, 29, 4, 15, 130, 36, 89, 87, 154, 125, 81, 54, 108]","[122, 106, 97, 80, 52, 37, 34, 9, 100, 33, 132, 96, 18, 94, 121, 29, 4, 15, 130, 36, 89, 87, 154, 125, 81, 54, 108]","[15, 13, 11, 9, 5, 4, 2, 12, 16, 3, 1, 10, 23]",53.0
8614,8614,13292702,"[147, 145, 105, 80, 67, 59, 47, 41, 40, 35, 32, 30, 104, 86, 83, 29, 24, 16, 163, 161, 157, 19, 18, 15, 38, 155, 81, 150]","[147, 145, 105, 80, 67, 59, 47, 41, 40, 35, 32, 30, 104, 86, 83, 29, 24, 16, 163, 161, 157, 19, 18, 15, 38, 155, 81, 150]","[18, 17, 13, 9, 6, 5, 4, 3, 12, 10, 23, 20]",81.9
8615,8615,19780922,"[147, 137, 122, 104, 94, 83, 80, 67, 65, 66, 50, 44, 42, 41, 11, 18, 29, 137, 99, 96, 40, 38, 14, 148, 60, 75, 74, 57, 26, 103, 70, 25]","[147, 137, 122, 104, 94, 83, 80, 67, 65, 66, 50, 44, 42, 41, 11, 18, 29, 99, 96, 40, 38, 14, 148, 60, 75, 74, 57, 26, 103, 70, 25]","[18, 17, 15, 12, 11, 9, 6, 5, 2, 3, 19, 8, 7]",71.9
8616,8616,10051057,"[147, 106, 102, 53, 34, 32, 28, 87, 85, 50, 19, 21, 84, 83, 82, 60, 57, 47, 131, 27, 22, 163, 151, 148, 119, 16, 96, 125]","[147, 106, 102, 53, 34, 32, 28, 87, 85, 50, 19, 21, 84, 83, 82, 60, 57, 47, 131, 27, 22, 163, 151, 148, 119, 16, 96, 125]","[18, 13, 12, 5, 4, 3, 10, 9, 6, 16, 23, 20, 19, 15, 11]",114.7
8617,8617,16105935,"[147, 134, 132, 128, 123, 80, 18, 79, 55, 100, 93, 54, 40, 87, 81, 148, 5, 2, 156, 150, 109, 96]","[147, 134, 132, 128, 123, 80, 18, 79, 55, 100, 93, 54, 40, 87, 81, 148, 5, 2, 156, 150, 109, 96]","[18, 17, 16, 15, 9, 3, 5, 12, 11, 10, 19, 1, 23, 20]",40.8
8618,8618,11071430,"[145, 137, 104, 100, 90, 89, 85, 81, 163, 101, 97, 80, 130, 142, 52, 37, 50, 43, 34, 41, 40, 39, 38, 33, 32, 9, 18, 14, 157, 129, 125, 12, 13, 152]","[145, 137, 104, 100, 90, 89, 85, 81, 163, 101, 97, 80, 130, 142, 52, 37, 50, 43, 34, 41, 40, 39, 38, 33, 32, 9, 18, 14, 157, 129, 125, 12, 13, 152]","[17, 12, 11, 9, 23, 16, 5, 4, 2, 3, 21]",403.1
8619,8619,14601371,"[147, 102, 98, 80, 37, 35, 33, 26, 25, 24, 16, 22, 13, 130, 128, 87, 21, 84, 81, 64, 62, 157, 156, 150, 41, 67, 6, 57, 110]","[147, 102, 98, 80, 37, 35, 33, 26, 25, 24, 16, 22, 13, 130, 128, 87, 21, 84, 81, 64, 62, 157, 156, 150, 41, 67, 6, 57, 110]","[18, 12, 9, 5, 4, 3, 2, 16, 10, 6, 23, 20, 1, 15]",104.3
8620,8620,15524567,"[142, 147, 160, 159, 156, 155, 150, 122, 65, 37, 35, 19, 18, 1, 49, 48, 44, 41, 34, 26, 24, 60, 148, 112, 111, 94, 83, 39, 13, 81]","[142, 147, 160, 159, 156, 155, 150, 122, 65, 37, 35, 19, 18, 1, 49, 48, 44, 41, 34, 26, 24, 60, 148, 112, 111, 94, 83, 39, 13, 81]","[17, 18, 23, 20, 15, 6, 5, 4, 3, 1, 19, 11, 9, 2]",61.3
8621,8621,19829319,"[142, 147, 100, 131, 128, 102, 97, 67, 19, 49, 48, 33, 32, 16, 79, 60, 121, 110, 6, 15, 2, 161, 84, 155, 81, 73, 154]","[142, 147, 100, 131, 128, 102, 97, 67, 19, 49, 48, 33, 32, 16, 79, 60, 121, 110, 6, 15, 2, 161, 84, 155, 81, 73, 154]","[17, 18, 12, 16, 11, 6, 3, 5, 4, 9, 15, 1, 23, 8]",57.9
8622,8622,18264692,"[147, 138, 100, 96, 160, 156, 154, 102, 97, 80, 75, 70, 128, 95, 94, 92, 87, 85, 81, 21, 6, 111, 109, 51, 41, 40, 38, 36, 126, 139, 4, 17, 29, 149]","[147, 138, 100, 96, 160, 156, 154, 102, 97, 80, 75, 70, 128, 95, 94, 92, 87, 85, 81, 21, 6, 111, 109, 51, 41, 40, 38, 36, 126, 139, 4, 17, 29, 149]","[18, 17, 12, 11, 23, 9, 8, 7, 16, 10, 3, 1, 15, 5, 4, 19]",80.5
8623,8623,18921324,"[147, 145, 86, 85, 84, 98, 67, 75, 123, 35, 135, 155, 151, 82, 48, 74, 46, 44, 36, 149, 81, 25, 118, 21, 59, 15]","[147, 145, 86, 85, 84, 98, 67, 75, 123, 35, 135, 155, 151, 82, 48, 74, 46, 44, 36, 149, 81, 25, 118, 21, 59, 15]","[18, 17, 10, 9, 12, 6, 8, 15, 4, 23, 20, 5, 19, 3]",103.3
8624,8624,17175153,"[147, 126, 163, 97, 80, 67, 49, 48, 40, 162, 158, 151, 8, 24, 12, 38, 94, 87, 85, 83, 7, 19, 18, 4, 17, 16, 2, 121, 61, 150, 81, 1]","[147, 126, 163, 97, 80, 67, 49, 48, 40, 162, 158, 151, 8, 24, 12, 38, 94, 87, 85, 83, 7, 19, 18, 4, 17, 16, 2, 121, 61, 150, 81, 1]","[18, 16, 23, 11, 9, 6, 5, 20, 2, 3, 10, 1, 15]",70.2
8625,8625,11858451,"[147, 102, 37, 35, 9, 19, 18, 4, 17, 16, 15, 128, 85, 84, 81, 14, 47, 44, 40, 162, 161, 32, 126, 39, 157]","[147, 102, 37, 35, 9, 19, 18, 4, 17, 16, 15, 128, 85, 84, 81, 14, 47, 44, 40, 162, 161, 32, 126, 39, 157]","[18, 12, 5, 4, 2, 3, 1, 16, 9, 23]",53.8
8626,8626,18207769,"[142, 147, 134, 80, 35, 48, 44, 43, 41, 40, 39, 36, 64, 79, 114, 149, 19, 18, 2, 14, 96, 130, 138, 94, 86, 34, 83, 62]","[142, 147, 134, 80, 35, 48, 44, 43, 41, 40, 39, 36, 64, 79, 114, 149, 19, 18, 2, 14, 96, 130, 138, 94, 86, 34, 83, 62]","[17, 18, 9, 4, 5, 6, 15, 19, 3, 1, 2, 11, 16, 10]",71.8
8627,8627,13756515,"[147, 141, 104, 121, 108, 140, 100, 90, 87, 85, 82, 126, 67, 35, 124, 156, 46, 70, 40, 39, 18, 16, 154]","[147, 141, 104, 121, 108, 140, 100, 90, 87, 85, 82, 126, 67, 35, 124, 156, 46, 70, 40, 39, 18, 16, 154]","[18, 17, 12, 15, 11, 10, 9, 16, 6, 4, 23, 5, 7, 3]",46.0
8628,8628,17540572,"[142, 147, 162, 161, 141, 127, 101, 98, 33, 27, 24, 85, 156, 155, 154, 64, 63, 61, 18, 47, 83, 151, 140]","[142, 147, 162, 161, 141, 127, 101, 98, 33, 27, 24, 85, 156, 155, 154, 64, 63, 61, 18, 47, 83, 151, 140]","[17, 18, 23, 16, 12, 4, 3, 9, 6, 5, 20]",72.6
8629,8629,16105935,"[147, 147, 163, 161, 159, 157, 156, 155, 97, 80, 37, 33, 149, 154, 150, 61, 42, 164, 104, 19, 18, 15, 136, 131, 94, 91, 88, 16, 60, 22, 40, 57]","[147, 163, 161, 159, 157, 156, 155, 97, 80, 37, 33, 149, 154, 150, 61, 42, 164, 104, 19, 18, 15, 136, 131, 94, 91, 88, 16, 60, 22, 40, 57]","[18, 23, 11, 9, 5, 4, 19, 20, 6, 24, 12, 3, 17, 16, 10]",85.5
8630,8630,15512383,"[147, 137, 101, 80, 7, 19, 18, 100, 86, 26, 13, 127, 119, 83, 15, 2, 163, 156, 61, 96, 51, 154, 48]","[147, 137, 101, 80, 7, 19, 18, 100, 86, 26, 13, 127, 119, 83, 15, 2, 163, 156, 61, 96, 51, 154, 48]","[18, 17, 12, 9, 2, 3, 10, 16, 15, 1, 23, 6, 11, 5]",44.1
8631,8631,13694485,"[147, 122, 76, 19, 60, 7, 6, 18, 16, 33, 131, 162, 161, 127, 16, 125, 3, 45, 42, 41, 36, 94, 119, 109, 108, 89, 156]","[147, 122, 76, 19, 60, 7, 6, 18, 16, 33, 131, 162, 161, 127, 125, 3, 45, 42, 41, 36, 94, 119, 109, 108, 89, 156]","[18, 15, 8, 3, 6, 2, 1, 4, 16, 23, 5, 11]",52.0
8632,8632,17274639,"[147, 147, 131, 130, 97, 80, 65, 37, 47, 45, 44, 40, 39, 38, 35, 34, 18, 16, 84, 83, 61, 33, 149, 2, 125, 161, 26, 159, 156]","[147, 131, 130, 97, 80, 65, 37, 47, 45, 44, 40, 39, 38, 35, 34, 18, 16, 84, 83, 61, 33, 149, 2, 125, 161, 26, 159, 156]","[18, 16, 11, 9, 6, 5, 4, 3, 19, 1, 23]",66.7
8633,8633,12889145,"[147, 80, 53, 35, 34, 30, 26, 95, 94, 84, 49, 48, 76, 83, 47, 42, 160, 158, 99, 56, 55, 5, 18, 16, 14, 148, 81, 127, 139]","[147, 80, 53, 35, 34, 30, 26, 95, 94, 84, 49, 48, 76, 83, 47, 42, 160, 158, 99, 56, 55, 5, 18, 16, 14, 148, 81, 127, 139]","[18, 9, 5, 4, 3, 11, 8, 23, 12, 1, 2, 19, 16, 17]",52.0
8634,8634,12446571,"[106, 8, 19, 18, 48, 46, 29, 149, 104, 109, 64, 95, 93, 86, 84, 162, 44, 40, 99, 39, 158, 136, 81]","[106, 8, 19, 18, 48, 46, 29, 149, 104, 109, 64, 95, 93, 86, 84, 162, 44, 40, 99, 39, 158, 136, 81]","[13, 2, 3, 5, 19, 12, 15, 6, 11, 10, 9, 23, 17]",47.3
8635,8635,11320249,"[147, 138, 98, 80, 18, 34, 32, 51, 49, 42, 39, 95, 94, 86, 4, 17, 16, 2, 38, 156, 154, 152, 150, 136, 131, 84, 60, 126, 27, 13, 148, 57]","[147, 138, 98, 80, 18, 34, 32, 51, 49, 42, 39, 95, 94, 86, 4, 17, 16, 2, 38, 156, 154, 152, 150, 136, 131, 84, 60, 126, 27, 13, 148, 57]","[18, 17, 12, 9, 3, 4, 5, 11, 10, 1, 23, 21, 20, 16, 6, 2, 19]",401.4
8636,8636,11474799,"[147, 100, 90, 87, 85, 66, 37, 35, 11, 6, 5, 18, 17, 84, 83, 51, 40, 36, 132, 159, 158, 157, 156, 147, 155, 99, 148, 77, 74, 24, 81]","[147, 100, 90, 87, 85, 66, 37, 35, 11, 6, 5, 18, 17, 84, 83, 51, 40, 36, 132, 159, 158, 157, 156, 155, 99, 148, 77, 74, 24, 81]","[18, 12, 11, 10, 9, 6, 5, 4, 2, 1, 3, 16, 23, 19, 8]",80.1
8637,8637,14722440,"[147, 65, 55, 18, 34, 47, 108, 158, 155, 154, 17, 89, 84, 81, 46, 38, 15, 131, 130, 126, 33, 11, 2]","[147, 65, 55, 18, 34, 47, 108, 158, 155, 154, 17, 89, 84, 81, 46, 38, 15, 131, 130, 126, 33, 11, 2]","[18, 6, 5, 3, 4, 15, 23, 11, 9, 16, 2, 1]",54.8
8638,8638,16750153,"[163, 105, 97, 80, 67, 64, 61, 57, 53, 95, 89, 88, 130, 35, 29, 26, 9, 17, 85, 47, 41, 129, 161, 160, 15, 156, 113]","[163, 105, 97, 80, 67, 64, 61, 57, 53, 95, 89, 88, 130, 35, 29, 26, 9, 17, 85, 47, 41, 129, 161, 160, 15, 156, 113]","[23, 13, 11, 9, 6, 5, 10, 16, 4, 3, 2, 15]",72.8
8639,8639,16828523,"[94, 93, 89, 80, 67, 34, 64, 61, 26, 24, 47, 43, 42, 40, 39, 38, 19, 18, 16, 2, 10, 86, 85, 161, 133, 158, 111, 151, 126, 148]","[94, 93, 89, 80, 67, 34, 64, 61, 26, 24, 47, 43, 42, 40, 39, 38, 19, 18, 16, 2, 10, 86, 85, 161, 133, 158, 111, 151, 126, 148]","[11, 9, 6, 4, 3, 5, 1, 2, 10, 23, 17, 15, 20, 16, 19]",72.6
8640,8640,14821511,"[147, 145, 136, 133, 132, 97, 98, 80, 53, 51, 49, 47, 40, 120, 130, 128, 127, 125, 135, 33, 79, 29, 95, 7, 18, 4, 61, 161, 16, 149, 147, 144, 134, 81, 36]","[147, 145, 136, 133, 132, 97, 98, 80, 53, 51, 49, 47, 40, 120, 130, 128, 127, 125, 135, 33, 79, 29, 95, 7, 18, 4, 61, 161, 16, 149, 144, 134, 81, 36]","[18, 17, 16, 11, 12, 9, 5, 15, 4, 3, 2, 1, 6, 23, 19]",82.8
8641,8641,18080489,"[147, 137, 134, 101, 51, 47, 45, 44, 42, 40, 36, 64, 63, 34, 33, 32, 29, 27, 26, 79, 55, 25, 19, 18, 15, 94, 89, 86, 157, 156, 150, 148, 107, 2, 133]","[147, 137, 134, 101, 51, 47, 45, 44, 42, 40, 36, 64, 63, 34, 33, 32, 29, 27, 26, 79, 55, 25, 19, 18, 15, 94, 89, 86, 157, 156, 150, 148, 107, 2, 133]","[18, 17, 12, 5, 4, 6, 3, 9, 11, 10, 23, 20, 19, 14, 1]",159.6
8642,8642,11031976,"[147, 134, 105, 101, 51, 48, 45, 41, 92, 132, 40, 38, 36, 163, 159, 26, 80, 79, 89, 88, 84, 83, 82, 18, 154]","[147, 134, 105, 101, 51, 48, 45, 41, 92, 132, 40, 38, 36, 163, 159, 26, 80, 79, 89, 88, 84, 83, 82, 18, 154]","[18, 17, 13, 12, 5, 11, 16, 4, 23, 3, 9, 10]",46.1
8643,8643,11382983,"[147, 80, 51, 44, 41, 95, 94, 132, 127, 126, 124, 38, 93, 89, 35, 25, 157, 155, 150, 19, 18, 16, 3, 123, 87, 86, 99, 77, 15]","[147, 80, 51, 44, 41, 95, 94, 132, 127, 126, 124, 38, 93, 89, 35, 25, 157, 155, 150, 19, 18, 16, 3, 123, 87, 86, 99, 77, 15]","[18, 9, 5, 11, 16, 15, 4, 3, 23, 20, 1, 10, 12, 8]",67.7
8644,8644,18479984,"[147, 138, 134, 67, 65, 37, 35, 30, 27, 26, 157, 47, 43, 40, 100, 84, 99, 81, 69, 63, 62, 61, 59, 131, 8, 19, 18, 127, 25, 57, 156, 155, 124]","[147, 138, 134, 67, 65, 37, 35, 30, 27, 26, 157, 47, 43, 40, 100, 84, 99, 81, 69, 63, 62, 61, 59, 131, 8, 19, 18, 127, 25, 57, 156, 155, 124]","[18, 17, 6, 5, 4, 3, 23, 12, 9, 7, 16, 2, 15]",113.7
8645,8645,18318305,"[147, 80, 37, 7, 46, 45, 42, 19, 5, 4, 32, 15, 73, 163, 161, 131, 160, 149, 13, 94, 84, 155, 39]","[147, 80, 37, 7, 46, 45, 42, 19, 5, 4, 32, 15, 73, 163, 161, 131, 160, 149, 13, 94, 84, 155, 39]","[18, 9, 5, 2, 3, 1, 4, 8, 23, 16, 19, 11]",42.6
8646,8646,10797785,"[147, 134, 97, 80, 67, 163, 162, 157, 150, 52, 37, 25, 133, 132, 131, 5, 16, 15, 51, 95, 94, 84, 49, 48, 119, 44, 147, 96, 39]","[147, 134, 97, 80, 67, 163, 162, 157, 150, 52, 37, 25, 133, 132, 131, 5, 16, 15, 51, 95, 94, 84, 49, 48, 119, 44, 96, 39]","[18, 17, 11, 9, 6, 23, 20, 5, 3, 16, 1, 15]",59.1
8647,8647,12205570,"[147, 162, 161, 159, 157, 156, 134, 97, 98, 80, 18, 50, 46, 45, 42, 41, 95, 84, 82, 17, 129, 125, 33, 27, 24, 79, 16, 15, 147, 148, 40, 36, 22, 96]","[147, 162, 161, 159, 157, 156, 134, 97, 98, 80, 18, 50, 46, 45, 42, 41, 95, 84, 82, 17, 129, 125, 33, 27, 24, 79, 16, 15, 148, 40, 36, 22, 96]","[18, 23, 17, 11, 12, 9, 3, 5, 16, 4, 19]",68.4
8648,8648,11344269,"[147, 138, 133, 130, 106, 101, 97, 98, 80, 64, 27, 60, 95, 94, 93, 149, 84, 49, 48, 42, 38, 36, 18, 25, 123, 57, 83, 155, 99]","[147, 138, 133, 130, 106, 101, 97, 98, 80, 64, 27, 60, 95, 94, 93, 149, 84, 49, 48, 42, 38, 36, 18, 25, 123, 57, 83, 155, 99]","[18, 17, 16, 13, 12, 11, 9, 6, 3, 19, 5, 4, 15, 23]",69.8
8649,8649,11875505,"[136, 132, 131, 128, 127, 126, 104, 156, 155, 147, 110, 106, 97, 87, 84, 83, 80, 53, 46, 42, 41, 40, 36, 18, 64, 82, 154, 4, 149, 34, 27, 26]","[136, 132, 131, 128, 127, 126, 104, 156, 155, 147, 110, 106, 97, 87, 84, 83, 80, 53, 46, 42, 41, 40, 36, 18, 64, 82, 154, 4, 149, 34, 27, 26]","[17, 16, 12, 23, 18, 15, 13, 11, 10, 9, 5, 4, 3, 6, 1, 19]",75.8
